colourB,colourA,instruction,orStimulusLeft,orStimulusRight,block,nBlockRepeats,attribute2,attribute1,target2,condition,target1,stimulusColour,stimulus,feedbackKey,feedbackAllowed,trialtype,requiredAllowed,requiredKey,imageStimulus,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,participant,gender,age,frameRate,expName,date,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Affreux,i,i,4,e,e,blank.png,0,0,0,0,0,0,0,5,e,1,4.40193490009,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Mechant,i,i,4,e,e,blank.png,0,0,0,0,0,1,1,9,e,1,0.832681100117,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Favorable,e,e,3,i,i,blank.png,0,0,0,0,0,2,2,2,i,1,2.1481149001,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Appreciable,e,e,3,i,i,blank.png,0,0,0,0,0,3,3,1,i,1,2.21461819997,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Degoutant,i,i,4,e,e,blank.png,0,0,0,0,0,4,4,8,e,1,1.14913440007,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Attrayant,e,e,3,i,i,blank.png,0,0,0,0,0,5,5,0,i,1,1.4321943,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Sale,i,i,4,e,e,blank.png,0,0,0,0,0,6,6,7,e,1,0.882611100096,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Meprisant,i,i,4,e,e,blank.png,0,0,0,0,0,7,7,6,e,1,3.19671189995,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Adorable,e,e,3,i,i,blank.png,0,0,0,0,0,8,8,4,i,1,1.03244900005,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Sympathique,e,e,3,i,i,blank.png,0,0,0,0,0,9,9,3,i,1,1.06559230015,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Adorable,e,e,3,i,i,blank.png,0,0,0,0,1,0,10,4,i,1,1.88177069998,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
magenta,white,"Dans cette tache les stimulis vont apparaitre un par un a l'ecran. Vous devez les categoriser en appuyant sur la touche gauche (E) ou droite (I). Il y a trois categories possibles:

(1) POSITIF
(2) NEGATIF
(3) VOUS

Les differentes categories ne seront pas assignees aux memes boutons suivant les phases. Les categories assignees au bouton gauche apparaitront en haut a gauche de l'ecran, celles assignees au bouton droit apparaitront en haut a droite. 

Essayez de repondre le plus vite possible, sans faire d'erreur. Si vous faites une erreur, une croix rouge va apparaitre. Elle restera jusqu'a ce que vous donniez la bonne reponse.

Appuyez sur E ou I pour continuer. ", , ,trials_attributes.xlsx,2,Positif,Negatif, ,2, ,magenta,Affreux,i,i,4,e,e,blank.png,0,0,0,0,1,1,11,5,e,1,1.08234330011,None,0,,2,m,11,60.0284054341,SCIAT IAT and likerts,2021_12_06_1617,
